Date;Item;SKU_Category;Concatenate_ID;Sales_Percent;Sales_Amount;Cost;Gross_Profit;Commission_Cost;Retail_Net_Earnings;Profit_Ratio;Net_Earnings;Cost_to_Profit_Ratio;Cost_Ratio;Profit_Contribution_Ratio;Company;Category;Agent
09/10/2022;LycaMobile 2 month 3 GB;WIRLSVS;SA-202281224-WIRLSVS;0.0008;48;26;22;9;13;0.4533;13;1.2059;0.5467;0.0006;LycaMobile;Wireless Service;STKEVON
09/10/2022;ipad touch button repair;DVRP;SA-202281225-DVRP;0.0011;70;29;41;17;25;0.5894;25;0.6966;0.4106;0.0011;InCell ;Device Repair;STKYOSEF
09/10/2022;UltraMobile 3 Month 2 GB;WIRLSVS;SA-202281226-WIRLSVS;0.0009;56;28;28;11;17;0.5;17;1;0.5;0.0007;UltraMobile;Wireless Service;STKEVON
10/10/2022;13 Pro Max 128GB ;NWPHN;SA-202281227-NWPHN;0.0207;1300;1102;198;79;119;0.1523;119;5.5657;0.8477;0.0053;Apple;Brand New Phone;STKANSON
10/10/2022;iphone 11 screen repair;DVRP;SA-202281228-DVRP;0.0014;85;40;45;18;27;0.5294;27;0.8889;0.4706;0.0012;Apple;Device Repair;STKEVON
10/10/2022;iphone 13 256 GB;NWPHN;SA-202281229-NWPHN;0.0151;950;804;146;58;88;0.1537;88;5.5068;0.8463;0.0039;Apple;Brand New Phone;STKWAN
10/10/2022;LycaMobile 3 Month 6 GB;WIRLSVS;SA-202281230-WIRLSVS;0.0014;88;75;13;5;8;0.1532;8;5.5282;0.8468;0.0004;LycaMobile;Wireless Service;STKEVON
10/10/2022;UltraMobile 3 Month 2 GB;WIRLSVS;SA-202281231-WIRLSVS;0.0009;56;47;9;4;5;0.1576;5;5.3456;0.8424;0.0002;UltraMobile;Wireless Service;STKANSON
10/10/2022;LycaMobile 1 Month 3 GB;WIRLSVS;SA-202281232-WIRLSVS;0.0004;23;19;4;2;3;0.1904;3;4.2511;0.8096;0.0001;LycaMobile;Wireless Service;STKANSON
10/10/2022;iPhone X Screen Repair;DVRP;SA-202281233-DVRP;0.0014;85;35;50;20;30;0.5882;30;0.7;0.4118;0.0013;InCell ;Device Repair;STKYOSEF
10/10/2022;UltraMobile 1 Month 2GB;WIRLSVS;SA-202281234-WIRLSVS;0.0003;19;16;3;1;2;0.1351;2;6.4;0.8649;0.0001;UltraMobile;Wireless Service;STKANSON
10/10/2022;iPhone Xs Max Screen Repair;DVRP;SA-202281235-DVRP;0.0022;140;40;100;40;60;0.7143;60;0.4;0.2857;0.0027;Apple;Device Repair;STKEVON
10/10/2022;Xs Max Protective Glass;TXTA;SA-202281236-TXTA;0.0001;5;2;3;1;2;0.6;2;0.6667;0.4;0.0001;InCell ;Tech Accessories;STKYOSEF
10/10/2022;H20 1 Month 6 GB;WIRLSVS;SA-202281237-WIRLSVS;0.0005;32;29;3;1;2;0.1;2;9;0.9;0.0001;H20;Wireless Service;STKANSON
10/10/2022;UnBlock TV Box;TVBX;SA-202281238-TVBX;0.0029;180;140;40;16;24;0.2222;24;3.5;0.7778;0.0011;Unblock;TV Box;STKANSON
10/10/2022;LycaMobile 1 Month 2 GB;WIRLSVS;SA-202281239-WIRLSVS;0.0003;21;18;3;1;2;0.161;2;5.213;0.839;0.0001;LycaMobile;Wireless Service;STKEVON
10/10/2022;Back Screen Repair;SFSV;SA-202281240-SFSV;0.0003;20;13;7;3;4;0.35;4;1.8571;0.65;0.0002;EY Cell;Software Service;STKYOSEF
10/10/2022;File Transfer Service Fee;SFSV;SA-202281241-SFSV;0.0002;10;0;10;4;6;1;6;0;0;0.0003;EY Cell;Software Service;STKEVON
10/10/2022;iPhone 6 Plus Battery Replacement;WIRLSVS;SA-202281242-WIRLSVS;0.0006;35;15;20;8;12;0.5714;12;0.75;0.4286;0.0005;LycaMobile;Wireless Service;STKEVON
10/10/2022;H20 1 Month 6 GB;WIRLSVS;SA-202281243-WIRLSVS;0.0005;32;29;3;1;2;0.1;2;9;0.9;0.0001;H20;Wireless Service;STKYOSEF
10/10/2022;Phone Case 14 Pro Max;TXTA;SA-202281244-TXTA;0.0002;15;4;11;5;7;0.75;7;0.3333;0.25;0.0003;Castify;Tech Accessories;STKEVON
10/10/2022;Phone Case 13 Pro Max;TXTA;SA-202281245-TXTA;0.0002;12;3;9;4;5;0.75;5;0.3333;0.25;0.0002;Temu;Tech Accessories;STKANSON
10/10/2022;HDMI TO LIGHTING Cable;TXTA;SA-202281246-TXTA;0.0003;20;5;15;6;9;0.75;9;0.3333;0.25;0.0004;Temu;Tech Accessories;STKEVON
10/10/2022;LycaMobile Data Package 7 GB;WIRLSVS;SA-202281247-WIRLSVS;0.0003;19;14;5;2;3;0.2579;3;2.8776;0.7421;0.0001;LycaMobile;Wireless Service;STKEVON
10/10/2022;SimpleMobile 3 Month 5 GB;WIRLSVS;SA-202281248-WIRLSVS;0.0012;75;69;6;3;4;0.0849;4;10.7739;0.9151;0.0002;SimpleMobile;Wireless Service;STKEVON
10/10/2022;iphone 8 64GB  ;RFBPHN;SA-202281249-RFBPHN;0.0029;180;110;70;28;42;0.3889;42;1.5714;0.6111;0.0019;Apple;Refurbished Phone or Device;STKEVON
10/10/2022;iphone 11 screen repair;DVRP;SA-202281250-DVRP;0.0014;85;40;45;18;27;0.5294;27;0.8889;0.4706;0.0012;InCell ;Device Repair;STKEVON
11/10/2022;UltraMobile 3 month 6 GB;WIRLSVS;SA-202281251-WIRLSVS;0.0014;88;75;13;5;8;0.1486;8;5.7304;0.8514;0.0003;UltraMobile;Wireless Service;STKANSON
11/10/2022;H20  1 month 6 GB;WIRLSVS;SA-202281252-WIRLSVS;0.0005;32;29;3;1;2;0.1;2;9;0.9;0.0001;H20;Wireless Service;STKEVON
11/10/2022;iphone 12 Pro Max Back Screen Repair;WIRLSVS;SA-202281253-WIRLSVS;0.0008;50;20;30;12;18;0.6;18;0.6667;0.4;0.0008;Apple;Wireless Service;STKYOSEF
11/10/2022;LycaMobile 1 Year 2 GB;WIRLSVS;SA-202281254-WIRLSVS;0.0035;220;188;32;13;19;0.1469;19;5.809;0.8531;0.0009;LycaMobile;Wireless Service;STKANSON
11/10/2022;T Mobile 3 month 1 GB;WIRLSVS;SA-202281255-WIRLSVS;0.0006;37;32;6;2;3;0.1486;3;5.7273;0.8514;0.0001;TMobile;Wireless Service;STKANSON
11/10/2022;Protective Glass;WIRLSVS;SA-202281256-WIRLSVS;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Wireless Service;STKEVON
11/10/2022;LycaMobile 1 month 2 GB;WIRLSVS;SA-202281257-WIRLSVS;0.0003;21;10;11;4;7;0.5181;7;0.9301;0.4819;0.0003;LycaMobile;Wireless Service;STKYOSEF
11/10/2022;14 Pro Max 512 GB Gold;WIRLSVS;SA-202281258-WIRLSVS;0.0279;1750;1523;227;91;136;0.1296;136;6.7147;0.8704;0.006;Apple;Wireless Service;STKEVON
11/10/2022;14 Pro Max 512 GB Purple;WIRLSVS;SA-202281259-WIRLSVS;0.0279;1750;1523;227;91;136;0.1296;136;6.7147;0.8704;0.006;Apple;Wireless Service;STKEVON
11/10/2022;Gmail Registration Service Fee;SFSV;SA-202281260-SFSV;0.0002;10;0;10;4;6;1;6;0;0;0.0003;EY Cell;Software Service;STKYOSEF
11/10/2022;LycaMobile 2 month 2 GB;WIRLSVS;SA-202281261-WIRLSVS;0.0007;42;31;11;5;7;0.2698;7;2.707;0.7302;0.0003;LycaMobile;Wireless Service;STKEVON
11/10/2022; iphone 8 plus 256GB Red;RFBPHN;SA-202281262-RFBPHN;0.0053;330;260;70;28;42;0.2121;42;3.7143;0.7879;0.0019;Apple;Refurbished Phone or Device;STKANSON
11/10/2022;iphone 7 plus Repair Front Screen and Back Screen;DVRP;SA-202281263-DVRP;0.0019;120;70;50;20;30;0.4167;30;1.4;0.5833;0.0013;InCell ;Device Repair;STKYOSEF
11/10/2022;UltraMobile 3 Month 2GB;WIRLSVS;SA-202281264-WIRLSVS;0.0009;56;47;9;4;5;0.1576;5;5.3456;0.8424;0.0002;UltraMobile;Wireless Service;STKANSON
11/10/2022;Phone Case 7 Plus;TXTA;SA-202281265-TXTA;0.0002;12;3;9;4;5;0.75;5;0.3333;0.25;0.0002;Castify;Tech Accessories;STKYOSEF
11/10/2022;Charging Service Fee;SFSV;SA-202281266-SFSV;0;2;0;2;1;1;1;1;0;0;0.0001;EY Cell;Software Service;STKANSON
11/10/2022;File Transfer Service Fee;SFSV;SA-202281267-SFSV;0.0002;10;0;10;4;6;1;6;0;0;0.0003;EY Cell;Software Service;STKANSON
11/10/2022;LycaMobile 1 month 6 GB;WIRLSVS;SA-202281268-WIRLSVS;0.0005;31;29;2;1;1;0.0768;1;12.0252;0.9232;0.0001;LycaMobile;Wireless Service;STKEVON
11/10/2022;Ipad Air 2 Battery Replacement;DVRP;SA-202281269-DVRP;0.0008;50;20;30;12;18;0.6;18;0.6667;0.4;0.0008;Apple;Device Repair;STKYOSEF
11/10/2022;UltraMobile 3 Month 250 MB;WIRLSVS;SA-202281270-WIRLSVS;0.0007;46;39;7;3;4;0.1554;4;5.4336;0.8446;0.0002;UltraMobile;Wireless Service;STKEVON
11/10/2022;Phone Ring Holder;TXTA;SA-202281271-TXTA;0.0001;4;2;2;1;1;0.5;1;1;0.5;0.0001;Castify;Tech Accessories;STKEVON
11/10/2022;Apple ID Registration Service Fee;SFSV;SA-202281272-SFSV;0.0002;10;0;10;4;6;1;6;0;0;0.0003;EY Cell;Software Service;STKYOSEF
11/10/2022;14 Pro Max Protective Case;TXTA;SA-202281273-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKEVON
11/10/2022;iPhone 6 Plus Phone Case;TXTA;SA-202281274-TXTA;0.0001;8;2;6;2;4;0.75;4;0.3333;0.25;0.0002;Castify;Tech Accessories;STKANSON
11/10/2022; LycaMobile 1 Month 2 GB;WIRLSVS;SA-202281275-WIRLSVS;0.0004;26;8;18;7;11;0.7023;11;0.4239;0.2977;0.0005;LycaMobile;Wireless Service;STKANSON
12/10/2022;Oppo Screen Repair;TXTA;SA-202281276-TXTA;0.0005;30;20;10;4;6;0.3333;6;2;0.6667;0.0003;InCell ;Tech Accessories;STKEVON
12/10/2022;14 Pro Max Protective Glass;TXTA;SA-202281277-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKYOSEF
12/10/2022;LycaMobile 4 month 7 GB;WIRLSVS;SA-202281278-WIRLSVS;0.0016;100;36;64;26;38;0.64;38;0.5625;0.36;0.0017;LycaMobile;Wireless Service;STKEVON
12/10/2022;iphone8 64 GB;DVRP;SA-202281279-DVRP;0.0028;175;115;60;24;36;0.3429;36;1.9167;0.6571;0.0016;Apple;Device Repair;STKANSON
12/10/2022;Tmobile 3 Month 3 GB;WIRLSVS;SA-202281280-WIRLSVS;0.0006;40;23;17;7;10;0.4183;10;1.3909;0.5818;0.0004;TMobile;Wireless Service;STKANSON
12/10/2022;iphone14 pro max;TXTA;SA-202281281-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKYOSEF
12/10/2022;UltraMobile 3 Month Phone Plan 2 GB;WIRLSVS;SA-202281282-WIRLSVS;0.0009;56;47;9;4;5;0.1576;5;5.3456;0.8424;0.0002;UltraMobile;Wireless Service;STKANSON
12/10/2022;hometv;TVBX;SA-202281283-TVBX;0.0029;180;122;58;23;35;0.3222;35;2.1034;0.6778;0.0015;HomeX;TV Box;STKYOSEF
12/10/2022;Charging Cable;TXTA;SA-202281284-TXTA;0.0004;25;21;4;2;2;0.16;2;5.25;0.84;0.0001;Castify;Tech Accessories;STKANSON
12/10/2022;iPhone 7 plus protective glass;TXTA;SA-202281285-TXTA;0.0001;4;2;2;1;1;0.5;1;1;0.5;0.0001;Temu;Tech Accessories;STKANSON
12/10/2022;iPhone 11 Back Screen;TXTA;SA-202281286-TXTA;0.0008;50;10;40;16;24;0.8;24;0.25;0.2;0.0011;InCell ;Tech Accessories;STKANSON
12/10/2022;iphone8 Battery Replacement;DVRP;SA-202281287-DVRP;0.0006;40;20;20;8;12;0.5;12;1;0.5;0.0005;InCell ;Device Repair;STKANSON
12/10/2022;UltraMobile 3 Month 2GB;DVRP;SA-202281288-DVRP;0.0009;56;47;9;4;5;0.1576;5;5.3456;0.8424;0.0002;InCell ;Device Repair;STKEVON
12/10/2022;LycaMobile Data Package 5 GB;WIRLSVS;SA-202281289-WIRLSVS;0.0002;12;9;3;1;2;0.2167;2;3.6154;0.7833;0.0001;LycaMobile;Wireless Service;STKYOSEF
12/10/2022;iphone13 256 GB ;NWPHN;SA-202281290-NWPHN;0.0151;950;829;121;48;73;0.1274;73;6.8512;0.8726;0.0032;Apple;Brand New Phone;STKANSON
12/10/2022;SimpleMobile 3 Month 5 GB;WIRLSVS;SA-202281291-WIRLSVS;0.0015;96;86;10;4;6;0.1;6;9;0.9;0.0003;SimpleMobile;Wireless Service;STKANSON
13/10/2022;H20 1 Year Phone Basic Plan;WIRLSVS;SA-202281292-WIRLSVS;0.0016;100;57;43;17;26;0.43;26;1.3256;0.57;0.0011;H20;Wireless Service;STKEVON
13/10/2022;iPad Screen Repair Refurbished;RFBPHN;SA-202281293-RFBPHN;0.0019;120;50;70;28;42;0.5833;42;0.7143;0.4167;0.0019;Apple;Refurbished Phone or Device;STKYOSEF
13/10/2022;Apple Earphone Lighting Cable;TXTA;SA-202281294-TXTA;0.0007;45;40;5;2;3;0.1111;3;8;0.8889;0.0001;Apple;Tech Accessories;STKEVON
13/10/2022;iPhone Deep Cleansing Service;DVRP;SA-202281295-DVRP;0.0002;10;0;10;4;6;1;6;0;0;0.0003;EY Cell;Device Repair;STKEVON
13/10/2022;iPad 11 Screen Protective Glass;TXTA;SA-202281296-TXTA;0.0002;10;5;5;2;3;0.5;3;1;0.5;0.0001;Temu;Tech Accessories;STKYOSEF
13/10/2022;iPad Mini 2 Touch Button;DVRP;SA-202281297-DVRP;0.0006;40;20;20;8;12;0.5;12;1;0.5;0.0005;InCell ;Device Repair;STKEVON
13/10/2022;LycaMobile 1 month 2 GB;WIRLSVS;SA-202281298-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKANSON
13/10/2022;SimpleMobile 1 month unlimited phone plan;WIRLSVS;SA-202281299-WIRLSVS;0.0008;52;46;6;3;4;0.1202;4;7.32;0.8798;0.0002;SimpleMobile;Wireless Service;STKYOSEF
13/10/2022;LycaMobile 1 Month 12 GB;WIRLSVS;SA-202281300-WIRLSVS;0.0006;35;32;3;1;2;0.0969;2;9.3245;0.9031;0.0001;LycaMobile;Wireless Service;STKANSON
13/10/2022;ipad Charger;TXTA;SA-202281301-TXTA;0.0006;35;15;20;8;12;0.5714;12;0.75;0.4286;0.0005;Apple;Tech Accessories;STKANSON
13/10/2022;LycaMobile 1 Month 2 GB;WIRLSVS;SA-202281302-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKANSON
14/10/2022;LycaMobile 1 Month 3 GB;WIRLSVS;SA-202281303-WIRLSVS;0.0004;25;23;2;1;1;0.0952;1;9.5042;0.9048;0.0001;LycaMobile;Wireless Service;STKYOSEF
14/10/2022;UltraMobile 3 Month 6 GB;WIRLSVS;SA-202281304-WIRLSVS;0.0015;96;90;6;2;4;0.0625;4;15;0.9375;0.0002;UltraMobile;Wireless Service;STKANSON
14/10/2022;iPhone 13 Protective Case;TXTA;SA-202281305-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKANSON
14/10/2022;iPad mini 6 Protective Case;TXTA;SA-202281306-TXTA;0.0005;30;10;20;8;12;0.6667;12;0.5;0.3333;0.0005;Castify;Tech Accessories;STKEVON
14/10/2022;iphone XR Phone Case;TXTA;SA-202281307-TXTA;0.0002;10;3;7;3;4;0.7;4;0.4286;0.3;0.0002;Castify;Tech Accessories;STKYOSEF
14/10/2022;LycaMobile 1 Month 2GB;WIRLSVS;SA-202281308-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKEVON
14/10/2022;Music Download Service;SFSV;SA-202281309-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKEVON
14/10/2022;UltraMobile 3 Month Service Fee 5 GB;WIRLSVS;SA-202281310-WIRLSVS;0.0015;96;87;9;4;5;0.0938;5;9.6667;0.9063;0.0002;UltraMobile;Wireless Service;STKYOSEF
14/10/2022;Software Download Fee;SFSV;SA-202281311-SFSV;0;2;0;2;1;1;1;1;0;0;0.0001;EY Cell;Software Service;STKEVON
14/10/2022;Protective Glass;TXTA;SA-202281312-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKANSON
14/10/2022;iPhone 8 64 GB;TXTA;SA-202281313-TXTA;0.0026;165;105;60;24;36;0.3636;36;1.75;0.6364;0.0016;Castify;Tech Accessories;STKYOSEF
14/10/2022;LycaMobile 3 month 2GB;WIRLSVS;SA-202281314-WIRLSVS;0.0007;45;29;16;6;10;0.3529;10;1.8338;0.6471;0.0004;LycaMobile;Wireless Service;STKANSON
14/10/2022;iPhone 8 64 GB;RFBPHN;SA-202281315-RFBPHN;0.003;185;100;85;34;51;0.4595;51;1.1765;0.5405;0.0023;Apple;Refurbished Phone or Device;STKANSON
14/10/2022;UltraMobile 6 month 2 GB;WIRLSVS;SA-202281316-WIRLSVS;0.0018;110;83;27;11;16;0.2432;16;3.1121;0.7568;0.0007;UltraMobile;Wireless Service;STKANSON
14/10/2022;SimpleMobile 1 Month 3 GB Service Fee;WIRLSVS;SA-202281317-WIRLSVS;0.0004;27;23;4;2;2;0.1526;2;5.5534;0.8474;0.0001;SimpleMobile;Wireless Service;STKANSON
14/10/2022;iphone 6s plus phone screen repair;DVRP;SA-202281318-DVRP;0.0008;50;25;25;10;15;0.5;15;1;0.5;0.0007;InCell ;Device Repair;STKYOSEF
14/10/2022;H20 1 Month 6 GB;WIRLSVS;SA-202281319-WIRLSVS;0.0005;32;29;3;1;2;0.1;2;9;0.9;0.0001;H20;Wireless Service;STKANSON
14/10/2022;UltraMobile 3 month 40GB unlimited plan ;WIRLSVS;SA-202281320-WIRLSVS;0.0026;160;132;28;11;17;0.1733;17;4.771;0.8267;0.0007;UltraMobile;Wireless Service;STKANSON
14/10/2022;Protective Glass;TXTA;SA-202281321-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Temu;Tech Accessories;STKEVON
15/10/2022;iphone 13 256GB ;NWPHN;SA-202281322-NWPHN;0.0165;1034;829;121;48;73;0.117;73;6.8512;0.8015;0.0032;Apple;Brand New Phone;STKYOSEF
15/10/2022;IPHONE 13 PRO MAX 256 GB Blue;NWPHN;SA-202281323-NWPHN;0.02;1252;900;250;100;150;0.1997;150;3.6;0.7188;0.0066;Apple;Brand New Phone;STKEVON
15/10/2022;iPhone 13 128 GB ;NWPHN;SA-202281324-NWPHN;0.0136;850;733;117;47;70;0.1376;70;6.265;0.8624;0.0031;Apple;Brand New Phone;STKEVON
15/10/2022;LycaMobile 1 Month 2 GB;WIRLSVS;SA-202281325-WIRLSVS;0.0003;21;18;3;1;2;0.1476;2;5.7742;0.8524;0.0001;LycaMobile;Wireless Service;STKYOSEF
15/10/2022;LycaMobile 1 Month 6 GB;WIRLSVS;SA-202281326-WIRLSVS;0.0005;31;28;3;1;2;0.1;2;9;0.9;0.0001;LycaMobile;Wireless Service;STKEVON
15/10/2022;iPhone 12 Back Screen Repair;DVRP;SA-202281327-DVRP;0.0026;160;100;60;24;36;0.375;36;1.6667;0.625;0.0016;InCell ;Device Repair;STKANSON
15/10/2022;File Transfer Service Fee;SFSV;SA-202281328-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKEVON
15/10/2022;File Transfer Service Fee;SFSV;SA-202281329-SFSV;0.0004;25;5;20;8;12;0.8;12;0.25;0.2;0.0005;EY Cell;Software Service;STKYOSEF
15/10/2022;iphone 12 Back Screen Repair;DVRP;SA-202281330-DVRP;0.0011;70;20;50;20;30;0.7143;30;0.4;0.2857;0.0013;InCell ;Device Repair;STKANSON
15/10/2022;UltraMobile  3 Month Phone Bill Unlimited;WIRLSVS;SA-202281331-WIRLSVS;0.0025;156;132;24;9;14;0.1521;14;5.5753;0.8479;0.0006;UltraMobile;Wireless Service;STKYOSEF
15/10/2022;UltraMobile 12 month 2 GB;WIRLSVS;SA-202281332-WIRLSVS;0.0031;196;167;30;12;18;0.1505;18;5.6441;0.8495;0.0008;UltraMobile;Wireless Service;STKANSON
15/10/2022;Huawei Protective Glass;TXTA;SA-202281333-TXTA;0.0001;5;0;5;2;3;1;3;0;0;0.0001;Castify;Tech Accessories;STKANSON
15/10/2022;LycaMobile 1 Month 2GB;WIRLSVS;SA-202281334-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKANSON
15/10/2022;UltraMobile 1 Month 250 MB;WIRLSVS;SA-202281335-WIRLSVS;0.0003;19;16;3;1;2;0.1351;2;6.4;0.8649;0.0001;UltraMobile;Wireless Service;STKANSON
15/10/2022;UltraMobile 3 Month Unlimited ;WIRLSVS;SA-202281336-WIRLSVS;0.0024;150;131;19;7;11;0.1243;11;7.0429;0.8757;0.0005;UltraMobile;Wireless Service;STKEVON
15/10/2022;iPhone 13 pro max  Screen Repair;DVRP;SA-202281337-DVRP;0.0013;80;20;60;24;36;0.75;36;0.3333;0.25;0.0016;InCell ;Device Repair;STKEVON
15/10/2022;iPhone 13 Pro Max Phone Case;TXTA;SA-202281338-TXTA;0.0003;20;6;14;6;8;0.7;8;0.4286;0.3;0.0004;Castify;Tech Accessories;STKYOSEF
15/10/2022;SimpleMobile 1 Month unlimited phone plan;WIRLSVS;SA-202281339-WIRLSVS;0.0008;52;49;3;1;2;0.0615;2;15.25;0.9385;0.0001;SimpleMobile;Wireless Service;STKANSON
16/10/2022;Apple Original Earphone ;TXTA;SA-202281340-TXTA;0.0002;15;10;5;2;3;0.3333;3;2;0.6667;0.0001;Castify;Tech Accessories;STKANSON
16/10/2022;Apple Original Charger;TXTA;SA-202281341-TXTA;0.0004;25;21;4;2;2;0.16;2;5.25;0.84;0.0001;Apple;Tech Accessories;STKEVON
16/10/2022;UltraMobile 250 MB 3 Month;WIRLSVS;SA-202281342-WIRLSVS;0.0007;46;39;7;3;4;0.1554;4;5.4336;0.8446;0.0002;UltraMobile;Wireless Service;STKYOSEF
16/10/2022;T Mobile  $17, 3 month, 2GB;WIRLSVS;SA-202281343-WIRLSVS;0.0008;51;22;29;12;17;0.5686;17;0.7586;0.4314;0.0008;TMobile;Wireless Service;STKEVON
16/10/2022;Portable Charging Bank 8000 mA;TXTA;SA-202281344-TXTA;0.0005;30;15;15;6;9;0.5;9;1;0.5;0.0004;Castify;Tech Accessories;STKEVON
16/10/2022;LycaMobile 3 Month 2 GB;WIRLSVS;SA-202281345-WIRLSVS;0.0009;55;43;12;5;7;0.21;7;3.7619;0.79;0.0003;LycaMobile;Wireless Service;STKYOSEF
16/10/2022;iPhone 7 Protective Glass;TXTA;SA-202281346-TXTA;0.0001;5;1;4;2;2;0.8;2;0.25;0.2;0.0001;Apple;Tech Accessories;STKEVON
16/10/2022;iphone 11 pro max  Phone Case and Protective Glass;TXTA;SA-202281347-TXTA;0.0003;20;5;15;6;9;0.75;9;0.3333;0.25;0.0004;Apple;Tech Accessories;STKANSON
16/10/2022;LycaMobile 1 Month Unlimited Plan;WIRLSVS;SA-202281348-WIRLSVS;0.0008;51;41;10;4;6;0.1873;6;4.3403;0.8127;0.0003;LycaMobile;Wireless Service;STKEVON
16/10/2022;UltraMobile 3 Month 2 GB;WIRLSVS;SA-202281349-WIRLSVS;0.0009;56;47;9;4;5;0.1576;5;5.3456;0.8424;0.0002;UltraMobile;Wireless Service;STKANSON
16/10/2022;AT&T  Feature Phone Repair;DVRP;SA-202281350-DVRP;0.0006;40;0;40;16;24;1;24;0;0;0.0011;AT&T;Device Repair;STKYOSEF
16/10/2022;WeChat Software Service Fee;SFSV;SA-202281351-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKEVON
16/10/2022;TV Box Repair Service;TVBX;SA-202281352-TVBX;0.0003;20;0;20;8;12;1;12;0;0;0.0005;Unblock;TV Box;STKYOSEF
16/10/2022;File Transfer Service Fee;SFSV;SA-202281353-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKANSON
16/10/2022;LycaMobile 3 Month Service Fee 15 GB;WIRLSVS;SA-202281354-WIRLSVS;0.0016;100;86;14;5;8;0.1354;8;6.3855;0.8646;0.0004;LycaMobile;Wireless Service;STKYOSEF
16/10/2022;Software Download Service Fee;SFSV;SA-202281355-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKANSON
16/10/2022;Phone Case and Protective Glass;TXTA;SA-202281356-TXTA;0.0004;23;7;16;6;10;0.6957;10;0.4375;0.3043;0.0004;Castify;Tech Accessories;STKANSON
16/10/2022;iPhone 11 Pro Max Front Screen Repair;DVRP;SA-202281357-DVRP;0.0016;100;50;50;20;30;0.5;30;1;0.5;0.0013;InCell ;Device Repair;STKANSON
16/10/2022;LycaMobile 3 Month 2GB;WIRLSVS;SA-202281358-WIRLSVS;0.0009;55;48;7;3;4;0.136;4;6.3529;0.864;0.0002;LycaMobile;Wireless Service;STKANSON
16/10/2022;LycaMobile 2 Month 3 GB;WIRLSVS;SA-202281359-WIRLSVS;0.0008;50;45;5;2;3;0.1068;3;8.3633;0.8932;0.0001;LycaMobile;Wireless Service;STKEVON
16/10/2022;Phone Case and Protective Glass;TXTA;SA-202281360-TXTA;0.0005;30;7;23;9;14;0.7667;14;0.3043;0.2333;0.0006;Castify;Tech Accessories;STKEVON
16/10/2022;Phone Battery Replacement;DVRP;SA-202281361-DVRP;0.0006;40;15;25;10;15;0.625;15;0.6;0.375;0.0007;InCell ;Device Repair;STKYOSEF
16/10/2022;iPhone 8 Plus Phone Case;TXTA;SA-202281362-TXTA;0.0004;25;5;20;8;12;0.8;12;0.25;0.2;0.0005;Castify;Tech Accessories;STKEVON
16/10/2022;UltraMobile 3 Month 250 MB;WIRLSVS;SA-202281363-WIRLSVS;0.0007;46;39;7;3;4;0.1554;4;5.4336;0.8446;0.0002;UltraMobile;Wireless Service;STKYOSEF
16/10/2022;UltraMobile 1 year  250MB;WIRLSVS;SA-202281364-WIRLSVS;0.0024;152;124;28;11;17;0.1836;17;4.448;0.8164;0.0007;UltraMobile;Wireless Service;STKANSON
16/10/2022;LycaMobile 4 Month Unlimited Plan;WIRLSVS;SA-202281365-WIRLSVS;0.0019;120;50;70;28;42;0.5833;42;0.7143;0.4167;0.0019;LycaMobile;Wireless Service;STKYOSEF
16/10/2022;13 Pro Max Protective Glass;TXTA;SA-202281366-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKANSON
16/10/2022;iphone 12 Pro Max Back Screen Repair;DVRP;SA-202281367-DVRP;0.0011;70;20;50;20;30;0.7143;30;0.4;0.2857;0.0013;InCell ;Device Repair;STKANSON
17/10/2022;LycaMobile 3 month 3 GB ;WIRLSVS;SA-202281368-WIRLSVS;0.0012;75;53;22;9;13;0.2924;13;2.42;0.7076;0.0006;LycaMobile;Wireless Service;STKANSON
